"last_name, first_name","player_id","year","player_age","ab","pa","hit","single","double","triple","home_run","strikeout","walk","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","isolated_power","babip","b_rbi","b_lob","b_total_bases","r_total_caught_stealing","r_total_stolen_base","b_ab_scoring","b_ball","b_called_strike","b_catcher_interf","b_foul","b_foul_tip","b_game","b_gnd_into_dp","b_gnd_into_tp","b_gnd_rule_double","b_hit_by_pitch","b_hit_ground","b_hit_fly","b_hit_into_play","b_hit_line_drive","b_hit_popup","b_out_fly","b_out_ground","b_out_line_drive","b_out_popup","b_intent_ball","b_intent_walk","b_interference","b_pinch_hit","b_pinch_run","b_pitchout","b_played_dh","b_sac_bunt","b_sac_fly","b_swinging_strike","r_caught_stealing_2b","r_caught_stealing_3b","r_caught_stealing_home","r_defensive_indiff","r_interference","r_pickoff_1b","r_pickoff_2b","r_pickoff_3b","r_run","r_stolen_base_2b","r_stolen_base_3b","r_stolen_base_home","b_total_ball","b_total_sacrifices","b_total_strike","b_total_swinging_strike","b_total_pitches","r_stolen_base_pct","r_total_pickoff","b_reached_on_error","b_walkoff","b_reached_on_int","xba","xslg","woba","xwoba","xobp","xiso","wobacon","xwobacon","bacon","xbacon","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel","barrel_batted_rate","solidcontact_percent","flareburner_percent","poorlyunder_percent","poorlytopped_percent","poorlyweak_percent","hard_hit_percent","avg_best_speed","avg_hyper_speed","z_swing_percent","z_swing_miss_percent","oz_swing_percent","oz_swing_miss_percent","oz_contact_percent","out_zone_swing_miss","out_zone_swing","out_zone_percent","out_zone","meatball_swing_percent","meatball_percent","pitch_count_offspeed","pitch_count_fastball","pitch_count_breaking","pitch_count","iz_contact_percent","in_zone_swing_miss","in_zone_swing","in_zone_percent","in_zone","edge_percent","edge","whiff_percent","swing_percent","pull_percent","straightaway_percent","opposite_percent","batted_ball","f_strike_percent","groundballs_percent","groundballs","flyballs_percent","flyballs","linedrives_percent","linedrives","popups_percent","popups","pop_2b_sba_count","pop_2b_sba","pop_2b_sb","pop_2b_cs","pop_3b_sba_count","pop_3b_sba","pop_3b_sb","pop_3b_cs","exchange_2b_3b_sba","maxeff_arm_2b_3b_sba","n_outs_above_average","n_fieldout_5stars","n_opp_5stars","n_5star_percent","n_fieldout_4stars","n_opp_4stars","n_4star_percent","n_fieldout_3stars","n_opp_3stars","n_3star_percent","n_fieldout_2stars","n_opp_2stars","n_2star_percent","n_fieldout_1stars","n_opp_1stars","n_1star_percent","rel_league_reaction_distance","rel_league_burst_distance","rel_league_routing_distance","rel_league_bootup_distance","f_bootup_distance","n_bolts","hp_to_1b","sprint_speed"
"Walsh, Jared","665120","2024","30","39","45","11","8","2","0","1","12","6",26.7,13.3,".282",".410",".378","0.788","0.128",".385","5","26","16","0","0","14","73","37","0","26","2","13","2","0","0","0","2","4","27","5","0","6","6","3","1","0","0","0","1","0","0","0","0","0","25","0","0","0","1","0","0","0","0","9","0","0","0","77","0","118","25","195",,"0","0","0","0",".292",".481",".358",".380",".386",".190",".439",".475",".407",".421","84","22.9",44.4,"2",7.4,3.7,40.7,14.8,18.5,14.8,29.6,"98.591188571","93.527361111",62.9,26.2,20.4,60,40,"12","20",50.3,"98",66.7,7.7,"36","115","38","195",73.8,"16","61",49.7,"97",45.1,"88",34.6,41.5,25.9,44.4,29.6,"27",55.6,29.6,"8",37,"10",29.6,"8",3.7,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26.6"
"Busch, Michael","683737","2024","26","37","44","10","6","2","0","2","11","6",25,13.6,".270",".486",".364","0.850","0.216",".320","7","14","18","0","0","4","73","25","0","36","4","12","0","0","0","0","3","2","27","5","0","8","5","1","2","0","0","0","0","0","0","0","0","1","17","0","0","0","0","0","0","0","0","5","0","0","0","81","1","111","17","192",,"0","0","0","0",".256",".580",".372",".397",".358",".324",".450",".489",".370",".360","90.7","22",33.3,"4",14.8,3.7,25.9,37,18.5,0,40.7,"100.075189286","94.434397778",73,20,20.4,42.9,57.1,"9","21",53.6,"103",88.2,8.9,"28","110","48","192",78.5,"13","65",46.4,"89",43.2,"83",25.6,44.8,40.7,33.3,25.9,"27",56.8,29.6,"8",37,"10",25.9,"7",7.4,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26.7"
"Valdez, Enmanuel","665839","2024","25","37","41","4","3","0","0","1","12","2",29.3,4.9,".108",".189",".146","0.335","0.081",".115","6","21","7","0","0","11","48","26","0","27","2","12","0","0","0","0","2","1","27","1","0","9","8","1","4","0","0","0","2","0","0","0","0","2","18","0","0","0","0","0","0","0","0","5","0","0","0","51","2","102","18","153",,"0","1","0","0",".172",".352",".151",".248",".217",".180",".177",".325",".148",".255","87","20.4",25.9,"3",11.1,7.4,14.8,33.3,29.6,3.7,33.3,"97.465824615","92.809527692",69.4,24,32.1,38.5,61.5,"10","26",52.9,"81",71.4,9.2,"29","82","28","153",76,"12","50",47.1,"72",39.2,"60",28.9,49.7,40.7,33.3,25.9,"27",73.2,37,"10",37,"10",11.1,"3",14.8,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25.5"
"Varsho, Daulton","662139","2024","27","38","42","6","5","1","0","0","10","4",23.8,9.5,".158",".184",".238","0.422","0.026",".214","0","20","7","0","0","9","57","22","0","35","1","13","0","0","0","0","2","0","28","4","0","7","7","1","7","0","0","0","2","2","0","0","0","0","12","0","0","0","0","0","0","0","0","6","0","0","0","60","0","101","12","161",,"0","0","0","0",".177",".255",".205",".235",".255",".078",".207",".251",".214",".240","85.8","32.2",28.6,"1",3.6,3.6,32.1,42.9,14.3,3.6,25,"97.2596","92.6298",76.5,8.1,21,52.9,47.1,"9","17",50,"81",83.3,7.4,"23","100","28","161",88.7,"5","62",50,"81",45.1,"73",17.7,49.1,32.1,39.3,28.6,"28",57.1,32.1,"9",25,"7",17.9,"5",25,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,"1.3","1.7","0.3","3.3","37.8",,,"27.1"
"Goldschmidt, Paul","502671","2024","36","44","52","8","7","0","0","1","16","6",30.8,11.5,".182",".250",".294","0.544","0.068",".259","6","17","11","0","0","10","75","41","1","34","0","12","1","0","0","1","0","2","28","6","0","5","12","1","2","0","1","0","1","0","0","0","0","0","32","0","0","0","0","0","0","0","0","4","0","0","0","81","0","137","32","218",,"0","1","0","1",".221",".304",".253",".284",".328",".084",".300",".354",".286",".347","86.6","10.3",35.7,"1",3.6,0,39.3,25,28.6,3.6,28.6,"97.314713571","92.657356786",62,26.9,26.4,55.2,44.8,"16","29",50.5,"110",72.7,10.1,"31","111","52","218",73.1,"18","67",49.5,"108",47.2,"103",35.4,44,50,25,25,"28",62.7,42.9,"12",25,"7",25,"7",7.1,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26.7"
"France, Ty","664034","2024","29","38","40","12","10","2","0","0","10","2",25,5,".316",".368",".350","0.718","0.052",".429","2","10","14","0","0","4","55","25","0","29","2","10","1","0","0","0","2","1","28","9","0","5","7","4","0","0","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","0","4","0","0","0","58","0","102","17","160",,"0","0","0","0",".359",".640",".325",".436",".391",".281",".414",".572",".429",".487","95.5","12.5",57.1,"4",14.3,14.3,39.3,7.1,25,0,60.7,"103.732495714","97.4113275",69.5,14,25.6,60,40,"12","20",48.8,"78",87.5,10,"14","77","47","160",86,"8","57",51.2,"82",45.6,"73",26,48.1,17.9,53.6,28.6,"28",57.5,32.1,"9",21.4,"6",46.4,"13",0,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24.3"
"Mullins II, Cedric","656775","2024","29","38","45","8","5","1","0","2","11","4",24.4,8.9,".211",".395",".295","0.690","0.184",".231","9","10","15","0","2","10","67","25","1","35","2","12","0","0","0","1","2","2","28","4","0","6","8","3","2","0","0","0","0","1","0","0","0","1","17","0","0","0","0","0","0","0","0","10","2","0","0","72","1","109","17","181",,"0","1","0","1",".232",".371",".307",".302",".314",".138",".355",".347",".286",".316","88.5","19.7",35.7,"2",7.1,3.6,21.4,28.6,28.6,10.7,46.4,"99.773784286","94.393515357",63.5,16.7,31.3,40,60,"12","30",53,"96",100,6.1,"18","109","49","181",83.3,"9","54",47,"85",39.8,"72",25,46.4,35.7,46.4,17.9,"28",48.9,35.7,"10",28.6,"8",28.6,"8",7.1,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27.6"
"Jones, Nolan","666134","2024","26","51","57","8","5","2","1","0","23","6",40.4,10.5,".157",".235",".246","0.481","0.078",".286","4","22","12","1","1","11","97","70","0","49","3","13","1","0","0","0","3","1","28","4","0","4","11","2","3","0","0","0","0","0","0","0","0","0","25","1","0","0","0","0","0","0","0","7","1","0","0","101","0","176","25","277",,"0","1","0","0",".180",".268",".227",".247",".266",".088",".311",".351",".286",".328","91.3","9.5",32.1,"1",3.6,3.6,39.3,25,21.4,7.1,50,"103.030297143","96.706738571",54.5,25.3,20.5,33.3,66.7,"9","27",47.7,"132",82.6,8.3,"27","179","60","277",74.7,"20","79",52.3,"145",46.9,"130",27.4,38.3,28.6,53.6,17.9,"28",63.2,50,"14",17.9,"5",21.4,"6",10.7,"3",,,,,,,,,,,"-1","0","5","0.0","1","2","50.0","1","1","100.0","2","2","100.0","1","1","100.0","-1.2","-0.1","0.3","-0.9","32.6",,,"28.3"
"Gorman, Nolan","669357","2024","24","47","53","10","5","2","0","3","19","6",35.8,11.3,".213",".447",".302","0.749","0.234",".280","8","28","21","0","0","14","88","33","0","43","0","13","2","0","0","0","1","3","28","6","0","2","8","4","4","0","0","0","0","0","0","0","0","0","37","0","0","0","0","0","0","0","0","5","0","0","0","95","0","145","37","240",,"0","0","0","0",".228",".449",".331",".334",".316",".221",".476",".480",".357",".383","85.3","18.7",42.9,"4",14.3,3.6,21.4,32.1,21.4,7.1,32.1,"99.592791429","93.796395714",70,24.7,26.9,62.9,37.1,"22","35",54.2,"130",66.7,7.5,"42","126","49","240",75.3,"19","77",45.8,"110",44.2,"106",36.6,46.7,25,60.7,14.3,"28",58.5,32.1,"9",17.9,"5",35.7,"10",14.3,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26.0"
"O'Neill, Tyler","641933","2024","29","39","50","12","6","0","0","6","11","9",22,18,".308",".769",".460","1.229","0.461",".273","7","14","30","0","1","5","83","44","0","30","1","12","1","0","0","2","1","6","28","4","1","5","6","1","4","0","2","0","0","0","0","0","0","0","16","0","0","0","0","0","0","0","0","13","1","0","0","90","0","119","16","209",,"0","0","0","0",".246",".591",".507",".415",".412",".346",".639",".483",".429",".342","91.8","27.9",42.9,"6",21.4,7.1,10.7,39.3,17.9,3.6,42.9,"100.623170714","94.693716071",52.4,16.7,19.8,38.1,61.9,"8","21",50.7,"106",50,7.7,"33","118","39","209",83.3,"9","54",49.3,"103",46.4,"97",22.7,35.9,32.1,35.7,32.1,"28",67.3,25,"7",39.3,"11",17.9,"5",17.9,"5",,,,,,,,,,,"-1","0","0",,"0","0",,"1","2","50.0","1","1","100.0","2","2","100.0",,,,,,,,"27.3"
"Abrams, CJ","682928","2024","23","36","40","11","7","0","1","3","9","3",22.5,7.5,".306",".611",".359","0.970","0.305",".333","8","8","22","1","3","11","54","25","0","42","3","9","0","0","0","0","2","4","28","5","0","5","7","2","3","0","0","0","0","0","0","0","1","0","13","1","0","0","0","0","0","0","0","6","3","0","0","54","1","111","13","165",,"0","0","0","0",".341",".635",".418",".436",".392",".294",".525",".551",".407",".454","91.4","19.6",46.4,"4",14.3,3.6,35.7,28.6,14.3,3.6,35.7,"100.405662143","94.70099037",62.9,16.1,39.5,23.3,76.7,"7","30",46.1,"76",66.7,9.1,"26","101","28","165",83.9,"9","56",53.9,"89",45.5,"75",18.6,52.1,50,28.6,21.4,"28",70,32.1,"9",32.1,"9",25,"7",10.7,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27.5"
"Realmuto, J.T.","592663","2024","33","42","45","12","10","0","0","2","14","3",31.1,6.7,".286",".429",".333","0.762","0.143",".385","4","17","18","1","0","11","58","29","0","37","6","11","0","0","0","0","5","2","28","5","0","3","6","3","4","0","0","0","0","0","0","0","0","0","23","1","0","0","0","0","0","0","0","7","0","0","0","61","0","126","23","187",,"0","1","0","0",".263",".450",".340",".329",".312",".187",".471",".454",".429",".394","90.3","13.7",39.3,"3",10.7,7.1,32.1,21.4,21.4,7.1,46.4,"102.892955","95.984190714",70.3,19.7,30.2,69.2,30.8,"18","26",46,"86",94.1,9.1,"12","119","52","187",80.3,"14","71",54,"101",45.5,"85",33,51.9,46.4,21.4,32.1,"28",62.2,39.3,"11",17.9,"5",28.6,"8",14.3,"4","6","1.86","1.88","1.85","0",,,,"0.62","85.1",,,,,,,,,,,,,,,,,,,,,,,,"28.4"
"Muncy, Max","571970","2024","33","52","60","13","8","3","0","2","25","7",41.7,11.7,".250",".423",".333","0.756","0.173",".423","8","41","22","0","0","23","104","48","0","41","1","14","0","0","0","0","3","4","28","6","0","7","4","0","4","0","0","0","0","0","0","0","0","1","42","0","0","0","1","0","0","0","0","8","0","0","0","112","1","163","42","275",,"0","0","0","0",".220",".407",".336",".314",".308",".187",".544",".497",".464",".411","88.7","26.6",35.7,"3",10.7,7.1,32.1,32.1,17.9,0,46.4,"101.120022143","94.647898214",65.3,34.6,22.5,52.9,47.1,"18","34",54.9,"151",88.9,6.5,"28","133","90","275",65.4,"28","81",45.1,"124",37.1,"102",40,41.8,60.7,21.4,17.9,"28",60,25,"7",39.3,"11",21.4,"6",14.3,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25.7"
"Drury, Brandon","592273","2024","31","39","44","6","5","1","0","0","10","4",22.7,9.1,".154",".179",".250","0.429","0.025",".207","1","22","7","0","0","12","61","31","0","24","2","11","1","0","0","1","3","1","29","2","0","2","15","5","1","0","0","0","1","0","0","0","0","0","22","0","0","0","0","0","0","0","0","4","0","0","0","66","0","108","22","174",,"0","2","0","0",".208",".287",".213",".272",".300",".080",".200",".291",".207",".282","87.2","-0.2",31,"1",3.4,6.9,20.7,13.8,44.8,6.9,37.9,"100.416961429","94.221846071",60.2,26,29.7,40.7,59.3,"11","27",52.3,"91",69.2,7.5,"10","101","50","174",74,"13","50",47.7,"83",43.7,"76",31.2,44.3,34.5,48.3,17.2,"29",63.6,62.1,"18",10.3,"3",24.1,"7",3.4,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.55","26.8"
"Acuña Jr., Ronald","660670","2024","26","43","51","10","8","2","0","0","14","7",27.5,13.7,".233",".279",".353","0.632","0.046",".345","4","20","12","0","4","14","85","22","0","45","1","11","0","0","0","1","4","0","29","6","0","3","12","1","3","0","0","0","0","0","0","0","0","0","32","0","0","0","0","0","0","0","0","12","3","1","0","91","0","130","32","221",,"0","2","0","0",".223",".271",".303",".294",".347",".048",".337",".321",".345",".334","89.4","6.5",24.1,"0",0,6.9,17.2,17.2,48.3,6.9,44.8,"102.653802857","95.367946786",72.3,27.2,24.8,44.4,55.6,"12","27",49.3,"109",81.8,5,"29","146","40","221",72.8,"22","81",50.7,"112",42.1,"93",31.5,48.9,48.3,31,20.7,"29",60.8,55.2,"16",10.3,"3",24.1,"7",10.3,"3",,,,,,,,,,,"0","0","4","0.0","0","0",,"0","0",,"0","0",,"1","1","100.0",,,,,,,,"27.6"
"Frelick, Sal","686217","2024","24","38","43","11","10","1","0","0","9","4",20.9,9.3,".289",".316",".372","0.688","0.027",".379","3","12","12","0","2","10","50","36","0","24","1","10","0","0","0","1","3","0","29","8","0","3","10","4","1","0","0","0","1","0","0","0","0","0","11","0","0","0","0","0","1","0","0","8","2","0","0","51","0","101","11","152",,"1","0","0","0",".273",".338",".323",".318",".358",".065",".355",".348",".379",".358","85.2","2.5",44.8,"0",0,0,37.9,17.2,34.5,10.3,20.7,"95.955440667","92.58181069",56.8,6.5,26.8,47.4,52.6,"9","19",46.7,"71",75,7.9,"19","92","35","152",93.5,"3","46",53.3,"81",42.8,"65",18.5,42.8,27.6,37.9,34.5,"29",67.4,44.8,"13",10.3,"3",41.4,"12",3.4,"1",,,,,,,,,,,"1","0","3","0.0","0","2","0.0","3","3","100.0","2","2","100.0","2","2","100.0","0.1","0","-0.5","-0.4","34.3","6","4.16","29.0"
"Polanco, Jorge","593871","2024","30","48","54","8","7","0","0","1","19","5",35.2,9.3,".167",".229",".259","0.488","0.062",".250","3","19","11","0","0","8","78","41","0","43","1","13","0","0","0","1","1","1","29","6","0","5","12","3","1","0","1","0","0","0","0","1","0","0","30","0","0","0","0","0","0","0","0","2","0","0","0","83","0","146","30","229",,"0","0","0","0",".195",".301",".226",".259",".285",".106",".290",".351",".276",".324","83.9","7.7",34.5,"1",3.4,0,27.6,27.6,34.5,6.9,34.5,"96.605662667","92.541400345",65.7,26.9,29.9,36.8,63.2,"14","38",55.5,"127",84.2,8.3,"36","106","60","229",71.6,"18","67",44.5,"102",47.2,"108",30.5,45.9,48.3,37.9,13.8,"29",74.1,44.8,"13",20.7,"6",31,"9",3.4,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27.2"
"Lux, Gavin","666158","2024","26","40","43","7","6","1","0","0","11","3",25.6,7,".175",".200",".233","0.433","0.025",".241","1","21","8","0","0","12","54","35","0","25","1","12","1","0","0","0","2","1","29","4","0","7","12","2","1","0","0","0","2","0","1","0","0","0","17","0","0","0","0","0","0","0","0","4","0","0","0","62","0","107","17","169",,"0","0","0","0",".240",".301",".205",".267",".293",".061",".231",".323",".241",".331","86.2","12.1",31,"0",0,3.4,27.6,27.6,37.9,3.4,27.6,"96.752704","92.556458621",62.2,19.6,20.3,43.8,56.3,"7","16",46.7,"79",64.3,8.3,"35","75","50","169",80.4,"11","56",53.3,"90",44.4,"75",25,42.6,37.9,41.4,20.7,"29",67.4,48.3,"14",27.6,"8",20.7,"6",3.4,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24.9"
"Moncada, Yoán","660162","2024","29","39","44","11","7","3","1","0","10","5",22.7,11.4,".282",".410",".364","0.774","0.128",".379","0","12","16","0","1","4","70","30","0","35","0","11","2","0","0","0","4","0","29","7","0","3","12","2","1","0","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","0","4","1","0","0","72","0","116","20","188",,"0","0","0","0",".270",".352",".348",".317",".353",".082",".406",".359",".379",".363","90.2","6.1",37.9,"0",0,10.3,37.9,13.8,34.5,3.4,34.5,"98.109468667","93.507849655",65.7,10.8,23.6,61.9,33.3,"13","21",47.3,"89",84.6,6.9,"30","102","52","188",87.7,"7","65",52.7,"99",39.9,"75",23.3,45.7,37.9,31,31,"29",61.4,55.2,"16",10.3,"3",31,"9",3.4,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26.8"
"Davis, J.D.","605204","2024","31","41","45","10","5","3","0","2","11","3",24.4,6.7,".244",".463",".311","0.774","0.219",".286","2","25","19","0","0","11","47","21","0","20","1","11","1","0","0","1","4","2","30","4","0","3","15","2","0","0","0","0","0","0","0","1","0","0","34","0","0","0","0","0","0","0","0","4","0","0","0","50","0","106","34","156",,"0","0","0","0",".218",".405",".342",".303",".288",".187",".417",".359",".333",".298","91.2","2.6",26.7,"4",13.3,3.3,16.7,13.3,53.3,0,43.3,"102.541272667","95.658354333",75.3,36.1,32,54.2,45.8,"13","24",48.1,"75",90.9,7.1,"28","78","43","156",63.9,"22","61",51.9,"81",43.6,"68",41.2,54.5,26.7,56.7,16.7,"30",75.6,63.3,"19",16.7,"5",20,"6",0,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25.1"
"Hoerner, Nico","663538","2024","27","36","47","6","5","1","0","0","6","8",12.8,17,".167",".194",".362","0.556","0.027",".200","0","16","7","1","0","6","70","34","0","24","1","11","1","0","0","3","6","0","30","0","0","6","8","8","2","0","0","0","0","0","0","0","0","0","11","1","0","0","0","0","1","0","0","8","0","0","0","77","0","103","11","180",,"1","0","0","0",".239",".293",".291",".345",".417",".054",".193",".277",".200",".287","85.3","11.3",23.3,"0",0,0,33.3,33.3,23.3,10,33.3,"97.790446","92.951658333",56.3,12.2,21.3,40,55,"8","20",51.9,"94",75,4.4,"22","84","66","180",87.8,"6","49",48.1,"87",43.6,"79",20.3,38.3,16.7,43.3,40,"30",61.7,46.7,"14",20,"6",26.7,"8",6.7,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27.5"
"Rocchio, Brayan","677587","2024","23","37","40","9","4","5","0","0","7","3",17.5,7.5,".243",".378",".300","0.678","0.135",".300","2","18","14","1","0","10","40","20","0","25","3","10","1","0","0","0","1","1","30","6","1","4","14","3","0","0","0","0","0","0","0","0","0","0","12","1","0","0","0","0","0","0","0","4","0","0","0","43","0","94","12","137",,"0","2","0","0",".263",".339",".303",".294",".318",".076",".334",".322",".300",".324","86.7","0.3",46.7,"0",0,6.7,30,20,36.7,6.7,20,"96.488734","92.462070667",74.7,11.9,25.9,66.7,26.7,"10","15",42.3,"58",92.9,10.2,"26","61","40","137",86.4,"7","59",57.7,"79",37.2,"51",23,54,50,30,20,"30",80,50,"15",16.7,"5",30,"9",3.3,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26.8"
"Meneses, Joey","608841","2024","32","42","48","8","7","1","0","0","13","4",27.1,8.3,".190",".214",".271","0.485","0.024",".267","2","18","9","0","0","8","61","28","0","39","2","11","0","0","0","1","3","0","30","5","0","6","10","2","3","0","0","0","0","0","0","9","0","1","21","0","0","0","0","0","0","0","0","1","0","0","0","66","1","120","21","186",,"0","0","0","0",".215",".313",".233",".280",".301",".098",".253",".330",".267",".315","86.7","6.4",36.7,"1",3.3,13.3,23.3,20,36.7,3.3,43.3,"99.7392","93.998314667",69.6,15.6,29.8,46.4,53.6,"13","28",50.5,"94",63.6,5.9,"27","102","51","186",84.4,"10","64",49.5,"92",44.6,"83",25,49.5,43.3,43.3,13.3,"30",60.4,43.3,"13",20,"6",26.7,"8",10,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.78","25.6"
"Yelich, Christian","592885","2024","32","38","45","12","6","1","0","5","8","6",17.8,13.3,".316",".737",".409","1.146","0.421",".280","11","14","28","0","2","11","73","23","1","35","3","10","0","0","0","0","3","5","30","4","0","4","10","3","1","0","1","0","0","0","0","1","0","0","18","0","0","0","1","0","0","0","0","7","2","0","0","78","0","110","18","188",,"0","0","0","1",".340",".671",".480",".458",".430",".332",".570",".539",".400",".431","90","11.9",43.3,"5",16.7,10,26.7,16.7,26.7,3.3,50,"103.498168667","96.272760333",75,19,23.1,37.5,62.5,"9","24",55.3,"104",76.9,6.9,"28","105","40","188",79.4,"12","63",44.7,"84",42,"79",24.1,46.3,50,26.7,23.3,"30",55.6,43.3,"13",30,"9",23.3,"7",3.3,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27.0"
"Turang, Brice","668930","2024","24","38","42","13","8","4","0","1","9","3",21.4,7.1,".342",".526",".381","0.907","0.184",".414","7","17","20","0","7","12","52","29","0","39","0","11","0","0","0","0","6","1","30","6","0","8","7","1","1","0","0","0","1","0","0","0","0","1","10","0","0","0","0","0","0","0","0","8","5","2","0","55","1","112","10","167",,"0","0","0","0",".253",".357",".394",".292",".303",".104",".481",".338",".433",".325","88.1","15.5",36.7,"1",3.3,0,36.7,33.3,23.3,3.3,23.3,"95.530649333","91.895163448",67,6.3,27.4,30,70,"6","20",43.7,"73",86.7,9,"27","102","34","167",87.3,"4","63",56.3,"94",38.3,"64",12,49.7,30,30,40,"30",52.4,43.3,"13",30,"9",23.3,"7",3.3,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,"28.6"
"Greene, Riley","682985","2024","23","39","47","8","4","1","0","3","9","8",19.1,17,".205",".462",".340","0.802","0.257",".185","5","12","18","0","0","8","77","32","0","37","2","11","0","0","0","0","2","4","30","2","0","5","12","4","1","0","0","0","0","0","0","2","0","0","15","0","0","0","0","0","0","0","0","7","0","0","0","79","0","117","15","196",,"0","1","0","0",".247",".538",".357",".391",".375",".291",".371",".424",".267",".321","89.7","10.1",36.7,"5",16.7,3.3,13.3,20,46.7,0,40,"101.19409","94.716268",65,15.4,20.8,40,60,"8","20",49,"96",68.4,9.7,"31","109","42","196",84.6,"10","65",51,"100",43.9,"86",21.2,43.4,40,43.3,16.7,"30",59.6,46.7,"14",30,"9",20,"6",3.3,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25.2"
"Chisholm Jr., Jazz","665862","2024","26","41","50","8","4","2","0","2","11","9",22,18,".195",".390",".340","0.730","0.195",".214","8","20","16","0","3","9","81","32","0","34","3","12","0","0","0","0","2","3","30","2","1","5","13","3","1","0","1","0","0","0","0","0","0","0","18","0","0","0","0","0","0","0","0","7","2","1","0","84","0","118","18","202",,"0","0","0","0",".225",".439",".326",".349",".364",".214",".344",".382",".267",".307","89.8","9.1",33.3,"5",16.7,0,13.3,23.3,40,6.7,26.7,"99.379834286","93.754806786",62.7,21.9,22,31.8,68.2,"7","22",49.5,"100",66.7,7.4,"27","130","37","202",76.6,"14","64",50.5,"102",41.6,"84",24.4,42.6,66.7,20,13.3,"30",49,50,"15",26.7,"8",16.7,"5",6.7,"2",,,,,,,,,,,"-2","0","0",,"0","0",,"2","2","100.0","1","2","50.0","1","2","50.0",,,,,,"2",,"28.6"
"Doyle, Brenton","686668","2024","26","46","49","13","7","4","0","2","16","3",32.7,6.1,".283",".500",".327","0.827","0.217",".393","5","12","23","1","0","5","61","30","0","33","3","13","1","0","0","0","5","3","30","5","0","5","10","2","0","0","0","0","0","0","0","0","0","0","23","1","0","0","0","0","0","0","0","7","0","0","0","68","0","123","23","191",,"0","0","0","0",".207",".321",".362",".256",".255",".114",".520",".347",".433",".317","87.4","1.3",40,"2",6.7,13.3,13.3,16.7,40,10,50,"103.649002667","95.868497333",71.8,18.9,21.6,68.4,31.6,"13","19",46.1,"88",92.9,7.3,"6","130","49","191",77,"14","74",53.9,"103",39.8,"76",29,48.7,40,33.3,26.7,"30",59.2,50,"15",26.7,"8",23.3,"7",0,"0",,,,,,,,,,,"-1","0","5","0.0","0","0",,"0","1","0.0","1","1","100.0","2","2","100.0","-1.5","-1","1","-1.6","33.1","3","4.39","28.9"
"Caballero, José","676609","2024","27","37","41","13","9","3","0","1","9","0",22,0,".351",".514",".375","0.889","0.163",".429","6","16","19","2","5","10","31","25","0","27","0","11","2","0","0","2","5","4","30","4","0","4","9","2","2","0","0","0","0","0","0","0","1","1","25","2","0","0","0","0","0","0","0","7","5","0","0","35","2","109","25","144",,"0","0","0","0",".320",".470",".388",".367",".355",".150",".484",".456",".448",".420","84.2","14.7",26.7,"1",3.3,10,33.3,16.7,16.7,20,33.3,"98.901853571","93.603137857",71.4,18,45.9,47.1,47.1,"16","34",51.4,"74",81.8,7.6,"19","78","44","144",82,"9","50",48.6,"70",45.1,"65",29.8,58.3,46.7,33.3,20,"30",78,46.7,"14",26.7,"8",20,"6",6.7,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2",,"28.1"
